,osm_id,building_name,date,lat,lng
387,1028367468,Shing Lam Building,13/10/2022,114.1642161,22.3305087
388,827588228,High Point,13/10/2022,114.1650778,22.3316802
389,781684619,Harbour Park,13/10/2022,114.1603871,22.3267008
390,494453292,Hoi Cheung Building,13/10/2022,114.1667424,22.3290336
391,775678488,Fuk Lung Building,13/10/2022,114.1606835,22.3327054
392,770846621,Tsui Wan Mansion,13/10/2022,114.1605313,22.334325
393,775765312,Lan Fong Building,13/10/2022,114.1613018,22.3313335
394,753291623,Hoover Mansion,13/10/2022,114.1534482,22.3398189
395,722544959,Ka Shun Court,19/10/2022,114.1745739,22.3609966
396,696413696,Yuk Wo Court,19/10/2022,114.1959312,22.3966653
397,850113769,Mei Pak Court,19/10/2022,114.1732503,22.3783364
398,157655576,Regal Riverside Hotel,19/10/2022,114.1969439,22.3823752
399,390596838,Yuet On Building,18/10/2022,114.1774983,22.3751791
400,1023823067,Pak Tin,18/10/2022,114.1654961,22.3366059
401,41856916,Tai Shui Hang,17/10/2022,114.2221945,22.4075769
402,738820322,Rich Court,16/10/2022,114.1779048,22.3755957
403,738820327,Ka Po House,15/10/2022,114.1779296,22.3751325
404,497060868,Ngau Pei Sha Village,14/10/2022,114.2072884,22.3802054
405,136538134,Racecourse Gardens,13/10/2022,114.2079085,22.4035621
406,136842813,Chun Cheung Court,13/10/2022,114.2004726,22.3940289
407,228011331,On Tai Building,19/10/2022,114.0236551,22.442204
408,515197506,On Fai Building,19/10/2022,114.0244781,22.4427717
409,700138434,Kam Fat Building,19/10/2022,114.1525415,22.243642
410,209817116,Albany Court,19/10/2022,114.1492871,22.2437953
411,838145861,Command Tower,18/10/2022,114.1541131,22.2434165
412,178468777,Port Centre,18/10/2022,114.1549264,22.2490754
413,838145864,Billion Court,18/10/2022,114.1541945,22.2432122
